mnc,year,empty,sector,upe_code,upe_name,upe_region,upe_tax_haven,upe_lat,upe_lon,upe_fj,jur_code,jur_name,jur_region,jur_tax_haven,jur_lat,jur_lon,profit_before_tax,tax_accrued,tax_paid,employees,unrelated_revenues,related_revenues,stated_capital,accumulated_earnings,tangible_assets,total_revenues,currency
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,GBR,United Kingdom,Europe,FALSE,54,-2,85400000,-14700000,-10400000,2855,16174000000,58300000,NA,NA,124400000,16232300000,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,JEY,Jersey,Europe,TRUE,49.21,-2.13,NA,NA,NA,NA,2100000,NA,NA,NA,NA,NA,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,IRL,Ireland,Europe,TRUE,53,-8,9400000,-1200000,-1100000,NA,11500000,NA,NA,NA,NA,NA,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,DEU,Germany,Europe,FALSE,51,9,100000,NA,-100000,6,NA,2400000,NA,NA,NA,NA,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,ESP,Spain,Europe,FALSE,40,-4,-23200000,-200000,-100000,479,201200000,900000,NA,NA,8900000,202100000,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,HUN,Hungary,Europe,FALSE,47,20,34900000,-3700000,-1000000,1075,438200000,10900000,NA,NA,29300000,449100000,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,POL,Poland,Europe,FALSE,52,20,-9000000,-1800000,-1600000,180,88700000,NA,NA,NA,1300000,NA,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,ROU,Romania,Europe,FALSE,46,25,7800000,NA,NA,128,46900000,NA,NA,NA,600000,NA,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,TUR,Turkey,Asia,FALSE,39,35,10300000,NA,NA,1308,361300000,NA,NA,NA,2100000,NA,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,USA,United States of America,North America,FALSE,38,-97,1041099999.9999999,17600000,-32900000,7383,32115400000,84000000,NA,NA,333800000,32199400000,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,CAN,Canada,North America,FALSE,60,-95,35500000,-9200000,-8400000,58,110300000,155000000,NA,NA,900000,265300000,EUR
AEGON,2021,TRUE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,BRA,Brazil,South America,FALSE,-10,-55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,MEX,Mexico,North America,FALSE,23,-102,500000,NA,NA,NA,500000,NA,NA,NA,NA,NA,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,PRI,Puerto Rico,North America,TRUE,18.25,-66.5,-100000,NA,NA,NA,600000,NA,NA,NA,NA,NA,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,BMU,Bermuda,North America,TRUE,32.3333,-64.75,-3600000,NA,NA,NA,200000,300000,NA,NA,NA,500000,EUR
AEGON,2021,TRUE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,CYM,Cayman Islands,North America,TRUE,19.5,-80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,HKG,Hong Kong,Asia,TRUE,22.25,114.1667,13500000,-14900000,NA,206,226400000,11500000,NA,NA,4800000,237900000,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,SGP,Singapore,Asia,TRUE,1.3667,103.8,71900000,NA,NA,25,235100000,NA,NA,NA,1100000,NA,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,IND,India,Asia,FALSE,20,77,-400000,NA,NA,4,400000,NA,NA,NA,NA,NA,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,JPN,Japan,Asia,FALSE,36,138,NA,100000,NA,NA,100000,700000,NA,NA,NA,800000,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,IDN,Indonesia,Asia,FALSE,-5,120,-1000000,NA,NA,27,1500000,NA,NA,NA,200000,NA,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,THA,Thailand,Asia,FALSE,15,100,-1500000,NA,NA,17,100000,NA,NA,NA,100000,NA,EUR
AEGON,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,AUS,Australia,Asia,FALSE,-27,133,-200000,NA,NA,25,2400000,NA,NA,NA,500000,NA,EUR
AEGON,2021,TRUE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,CHN,China,Asia,FALSE,35,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
AJINOMOTO,2020,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,UPE,JPN,Japan,Asia,FALSE,36,138,73697168.64997949,50923266.31103817,49684037.75133361,7775,NA,NA,NA,NA,NA,8251883463.274518,EUR
AJINOMOTO,2020,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,THA,Thailand,Asia,FALSE,15,100,286450553.95978665,48329913.828477636,61214608.12474354,4775,NA,NA,NA,NA,NA,1924324989.7414856,EUR
AJINOMOTO,2020,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,USA,United States of America,North America,FALSE,38,-97,-13738202.708247846,2962659.00697579,6983996.717275339,4075,NA,NA,NA,NA,NA,1551809601.9696348,EUR
AJINOMOTO,2020,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,IDN,Indonesia,Asia,FALSE,-5,120,77053754.61633156,20205170.291341815,13245794.009027494,3591,NA,NA,NA,NA,NA,822773902.3389413,EUR
AJINOMOTO,2020,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,BRA,Brazil,South America,FALSE,-10,-55,87402544.11161265,24620434.961017646,24620434.961017646,3102,NA,NA,NA,NA,NA,462002462.04349613,EUR
AJINOMOTO,2020,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,FRA,France,Europe,FALSE,46,2,-8256052.523594584,246204.34961017646,131308.98645876077,912,NA,NA,NA,NA,NA,435978662.28970045,EUR
AJINOMOTO,2020,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,BEL,Belgium,Europe,TRUE,50.8333,4,44111612.63848995,10127205.580631925,4308576.118178088,881,NA,NA,NA,NA,NA,398826425.93352485,EUR
AJINOMOTO,2020,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,VNM,Viet Nam,Asia,FALSE,16,106,44710709.88920804,8042675.420599097,9528108.329913829,2321,NA,NA,NA,NA,NA,294460402.13377106,EUR
AJINOMOTO,2020,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,SGP,Singapore,Asia,TRUE,1.3667,103.8,3528929.011079196,828887.9770209274,402133.7710299549,43,NA,NA,NA,NA,NA,178063192.4497333,EUR
AJINOMOTO,2020,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,PHL,Philippines,Asia,FALSE,13,122,34197784.16085351,9035699.630693477,9995896.594173165,856,NA,NA,NA,NA,NA,176200246.2043496,EUR
AJINOMOTO,2020,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,CHN,China,Asia,FALSE,35,105,15125153.877718506,2864177.2671317193,2888797.702092737,706,NA,NA,NA,NA,NA,143496101.7644645,EUR
AJINOMOTO,2020,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,MYS,Malaysia,Asia,FALSE,2.5,112.5,12679524.004924087,3397620.024620435,3988510.4636848588,554,NA,NA,NA,NA,NA,93442757.48871563,EUR
AJINOMOTO,2020,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,PER,Peru,South America,FALSE,-10,-76,7336889.618383259,2659006.9757899055,3052933.935166188,1133,NA,NA,NA,NA,NA,89314731.22691834,EUR
AJINOMOTO,2020,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,POL,Poland,Europe,FALSE,52,20,4366023.799753796,1042265.0800164137,1009437.8334017235,513,NA,NA,NA,NA,NA,47074271.64546574,EUR
AJINOMOTO,2020,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,OTHER,Other,NA,FALSE,NA,NA,14969224.45629873,3865408.2888797703,5153877.71850636,2194,NA,NA,NA,NA,NA,400746819.86048424,EUR
AJINOMOTO,2021,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,UPE,JPN,Japan,Asia,FALSE,36,138,266530643.671081,58900523.56020942,52340622.11271943,7768,NA,NA,NA,NA,NA,7804234678.16446,EUR
AJINOMOTO,2021,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,THA,Thailand,Asia,FALSE,15,100,283222975.0538959,46065599.0144749,44510317.21589159,4700,NA,NA,NA,NA,NA,1868178318.447798,EUR
AJINOMOTO,2021,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,USA,United States of America,North America,FALSE,38,-97,47790267.93963659,13250692.947336003,3480135.5097012627,4310,NA,NA,NA,NA,NA,1734362488.450878,EUR
AJINOMOTO,2021,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,IDN,Indonesia,Asia,FALSE,-5,120,75746843.23991378,18232214.35170927,28680320.29565753,3655,NA,NA,NA,NA,NA,884016014.7828765,EUR
AJINOMOTO,2021,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,BRA,Brazil,South America,FALSE,-10,-55,88027409.91684632,22482291.345857717,22459193.1013243,3187,NA,NA,NA,NA,NA,529003695.7191254,EUR
AJINOMOTO,2021,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,BEL,Belgium,Europe,TRUE,50.8333,4,42662457.65321836,8500153.98829689,12018786.572220512,875,NA,NA,NA,NA,NA,416915614.4133046,EUR
AJINOMOTO,2021,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,VNM,Viet Nam,Asia,FALSE,16,106,42516168.771173395,7737911.9186941795,6644595.010779181,2318,NA,NA,NA,NA,NA,313343085.9254697,EUR
AJINOMOTO,2021,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,FRA,France,Europe,FALSE,46,2,28526331.998768095,192485.3711117955,53895.90391130274,681,NA,NA,NA,NA,NA,243101324.29935327,EUR
AJINOMOTO,2021,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,PHL,Philippines,Asia,FALSE,13,122,35425007.69941485,9131506.005543578,6398213.735756082,874,NA,NA,NA,NA,NA,180959347.0896212,EUR
AJINOMOTO,2021,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,CHN,China,Asia,FALSE,35,105,13874345.54973822,3187557.7456113338,3418540.1909454884,717,NA,NA,NA,NA,NA,154588851.2473052,EUR
AJINOMOTO,2021,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,SGP,Singapore,Asia,TRUE,1.3667,103.8,-3649522.636279643,646750.8469356329,354173.08284570376,36,NA,NA,NA,NA,NA,143617185.09393287,EUR
AJINOMOTO,2021,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,PER,Peru,South America,FALSE,-10,-76,10463504.773637203,3780412.6886356636,4134585.7714813678,1214,NA,NA,NA,NA,NA,112118878.96519865,EUR
AJINOMOTO,2021,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,MYS,Malaysia,Asia,FALSE,2.5,112.5,4804434.862950416,677548.5063135203,2687095.780720665,571,NA,NA,NA,NA,NA,101201108.71573761,EUR
AJINOMOTO,2021,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,POL,Poland,Europe,FALSE,52,20,5512781.028641824,1247305.204804435,261780.10471204188,550,NA,NA,NA,NA,NA,61633815.82999692,EUR
AJINOMOTO,2021,FALSE,Food & Tobacco Manufacturing,JPN,Japan,Asia,FALSE,36,138,FJ,OTHER,Other,NA,FALSE,NA,NA,36849399.445642136,5859254.696643055,6960271.019402525,2779,NA,NA,NA,NA,NA,496712349.86141056,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,UPE,NOR,Norway,Europe,FALSE,62,10,NA,NA,NA,8191,NA,NA,NA,NA,NA,2406157234.5111556,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,GBR,United Kingdom,Europe,FALSE,54,-2,NA,NA,NA,2216,NA,NA,NA,NA,NA,727879919.5633439,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,IND,India,Asia,FALSE,20,77,NA,NA,NA,1515,NA,NA,NA,NA,NA,75648759.93488461,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,MYS,Malaysia,Asia,FALSE,2.5,112.5,NA,NA,NA,1498,NA,NA,NA,NA,NA,230297807.14354113,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,BRA,Brazil,South America,FALSE,-10,-55,NA,NA,NA,1485,NA,NA,NA,NA,NA,246097864.5982955,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,USA,United States of America,North America,FALSE,38,-97,NA,NA,NA,804,NA,NA,NA,NA,NA,323661783.0125443,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,BRN,Brunei Darussalam,Asia,FALSE,4.5,114.6667,NA,NA,NA,483,NA,NA,NA,NA,NA,96476108.39796993,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,SWE,Sweden,Europe,FALSE,62,15,NA,NA,NA,123,NA,NA,NA,NA,NA,14722780.810112037,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,AGO,Angola,Africa,FALSE,-12.5,18.5,NA,NA,NA,123,NA,NA,NA,NA,NA,26931916.116058603,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,CAN,Canada,North America,FALSE,60,-95,NA,NA,NA,119,NA,NA,NA,NA,NA,32078904.529349804,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,AUS,Australia,Asia,FALSE,-27,133,NA,NA,NA,96,NA,NA,NA,NA,NA,17116728.909317248,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,COG,Congo,Africa,FALSE,-1,15,NA,NA,NA,21,NA,NA,NA,NA,NA,49913817.86842861,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,NGA,Nigeria,Africa,FALSE,10,8,NA,NA,NA,13,NA,NA,NA,NA,NA,10413674.23154266,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,CYP,Cyprus,Asia,TRUE,35,33,NA,NA,NA,4,NA,NA,NA,NA,NA,41534999.52121038,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,CHN,China,Asia,FALSE,35,105,NA,NA,NA,3,NA,NA,NA,NA,NA,1077276.6446423442,EUR
AKER SOLUTIONS,2014,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,OTHER,Other,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1436368.8595231255,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,UPE,NOR,Norway,Europe,FALSE,62,10,NA,NA,670421.0244033253,7508,NA,NA,NA,NA,NA,1875614552.605703,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,GBR,United Kingdom,Europe,FALSE,54,-2,NA,NA,2569947.260212747,2348,NA,NA,NA,NA,NA,883167962.8139805,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,IND,India,Asia,FALSE,20,77,NA,NA,6257262.894431036,1493,NA,NA,NA,NA,NA,88383838.38383839,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,BRA,Brazil,South America,FALSE,-10,-55,NA,NA,5475105.032627156,1378,NA,NA,NA,NA,NA,254871726.11066416,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,MYS,Malaysia,Asia,FALSE,2.5,112.5,NA,NA,3128631.447215518,1086,NA,NA,NA,NA,NA,203919728.25601143,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,USA,United States of America,North America,FALSE,38,-97,NA,NA,670421.0244033253,719,NA,NA,NA,NA,NA,329064986.14463216,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,BRN,Brunei Darussalam,Asia,FALSE,4.5,114.6667,NA,NA,1452578.8862072048,362,NA,NA,NA,NA,NA,112742468.9371592,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,CAN,Canada,North America,FALSE,60,-95,NA,NA,-893894.6992044337,149,NA,NA,NA,NA,NA,28045946.187539108,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,AGO,Angola,Africa,FALSE,-12.5,18.5,NA,NA,48717261.106641635,143,NA,NA,NA,NA,NA,82685259.67641012,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,SWE,Sweden,Europe,FALSE,62,15,NA,NA,223473.67480110843,110,NA,NA,NA,NA,NA,13631894.162867613,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,AUS,Australia,Asia,FALSE,-27,133,NA,NA,-558684.1870027711,50,NA,NA,NA,NA,NA,11061946.902654868,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,COG,Congo,Africa,FALSE,-1,15,NA,NA,14525788.862072047,25,NA,NA,NA,NA,NA,59779208.00929651,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,NGA,Nigeria,Africa,FALSE,10,8,NA,NA,NA,15,NA,NA,NA,NA,NA,17877893.984088674,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,CHN,China,Asia,FALSE,35,105,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,CYP,Cyprus,Asia,TRUE,35,33,NA,NA,446947.34960221685,2,NA,NA,NA,NA,NA,31398051.30955573,EUR
AKER SOLUTIONS,2015,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,OTHER,Other,NA,FALSE,NA,NA,NA,NA,223473.67480110843,4,NA,NA,NA,NA,NA,6815947.081433807,EUR
AKER SOLUTIONS,2016,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,UPE,NOR,Norway,Europe,FALSE,62,10,NA,NA,0,5839,NA,NA,NA,NA,NA,1515510300.7340753,EUR
AKER SOLUTIONS,2016,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,BRA,Brazil,South America,FALSE,-10,-55,NA,NA,3551977.267345489,3313,NA,NA,NA,NA,NA,180720297.93554777,EUR
AKER SOLUTIONS,2016,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,GBR,United Kingdom,Europe,FALSE,54,-2,NA,NA,4843605.364562031,1858,NA,NA,NA,NA,NA,596409273.8897381,EUR
AKER SOLUTIONS,2016,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,IND,India,Asia,FALSE,20,77,NA,NA,5381783.738402257,1394,NA,NA,NA,NA,NA,77067143.13392031,EUR
AKER SOLUTIONS,2016,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,MYS,Malaysia,Asia,FALSE,2.5,112.5,NA,NA,1183992.4224484963,848,NA,NA,NA,NA,NA,153165565.19492823,EUR
AKER SOLUTIONS,2016,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,USA,United States of America,North America,FALSE,38,-97,NA,NA,0,422,NA,NA,NA,NA,NA,104191333.17546768,EUR
AKER SOLUTIONS,2016,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,BRN,Brunei Darussalam,Asia,FALSE,4.5,114.6667,NA,NA,1614535.1215206769,343,NA,NA,NA,NA,NA,102899705.07825114,EUR
AKER SOLUTIONS,2016,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,AGO,Angola,Africa,FALSE,-12.5,18.5,NA,NA,30783802.983660907,176,NA,NA,NA,NA,NA,243902439.02439025,EUR
AKER SOLUTIONS,2016,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,CAN,Canada,North America,FALSE,60,-95,NA,NA,861085.398144361,112,NA,NA,NA,NA,NA,23464577.09943384,EUR
AKER SOLUTIONS,2016,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,AUS,Australia,Asia,FALSE,-27,133,NA,NA,0,35,NA,NA,NA,NA,NA,7965039.93283534,EUR
AKER SOLUTIONS,2016,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,COG,Congo,Africa,FALSE,-1,15,NA,NA,10763567.476804513,21,NA,NA,NA,NA,NA,76098422.0610079,EUR
AKER SOLUTIONS,2016,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,NGA,Nigeria,Africa,FALSE,10,8,NA,NA,0,15,NA,NA,NA,NA,NA,4951241.0393300755,EUR
AKER SOLUTIONS,2016,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,GHA,Ghana,Africa,FALSE,8,-2,NA,NA,1183992.4224484963,4,NA,NA,NA,NA,NA,13131552.321701506,EUR
AKER SOLUTIONS,2016,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,CYP,Cyprus,Asia,TRUE,35,33,NA,NA,107635.67476804512,2,NA,NA,NA,NA,NA,16791165.263815038,EUR
AKER SOLUTIONS,2016,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,OTHER,Other,NA,FALSE,NA,NA,NA,NA,3121434.5682733087,3,NA,NA,NA,NA,NA,8072675.607603384,EUR
AKER SOLUTIONS,2017,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,UPE,NOR,Norway,Europe,FALSE,62,10,NA,NA,-321646.831778707,5578,NA,NA,NA,NA,NA,1426503698.9385655,EUR
AKER SOLUTIONS,2017,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,BRA,Brazil,South America,FALSE,-10,-55,NA,NA,-1715449.7694864373,3345,NA,NA,NA,NA,NA,221721882.706122,EUR
AKER SOLUTIONS,2017,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,GBR,United Kingdom,Europe,FALSE,54,-2,NA,NA,-643293.663557414,2049,NA,NA,NA,NA,NA,415889353.4898681,EUR
AKER SOLUTIONS,2017,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,IND,India,Asia,FALSE,20,77,NA,NA,1822665.3800793395,960,NA,NA,NA,NA,NA,41706872.520639,EUR
AKER SOLUTIONS,2017,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,MYS,Malaysia,Asia,FALSE,2.5,112.5,NA,NA,1715449.7694864373,763,NA,NA,NA,NA,NA,99174439.79843466,EUR
AKER SOLUTIONS,2017,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,USA,United States of America,North America,FALSE,38,-97,NA,NA,107215.61059290233,349,NA,NA,NA,NA,NA,169293449.12619278,EUR
AKER SOLUTIONS,2017,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,BRN,Brunei Darussalam,Asia,FALSE,4.5,114.6667,NA,NA,1715449.7694864373,329,NA,NA,NA,NA,NA,78481826.9540045,EUR
AKER SOLUTIONS,2017,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,AGO,Angola,Africa,FALSE,-12.5,18.5,NA,NA,18226653.800793394,186,NA,NA,NA,NA,NA,130266966.87037633,EUR
AKER SOLUTIONS,2017,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,CAN,Canada,North America,FALSE,60,-95,NA,NA,321646.831778707,162,NA,NA,NA,NA,NA,39991422.75115257,EUR
AKER SOLUTIONS,2017,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,AUS,Australia,Asia,FALSE,-27,133,NA,NA,0,31,NA,NA,NA,NA,NA,14045244.987670206,EUR
AKER SOLUTIONS,2017,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,COG,Congo,Africa,FALSE,-1,15,NA,NA,5253564.919052214,24,NA,NA,NA,NA,NA,39884207.140559666,EUR
AKER SOLUTIONS,2017,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,NGA,Nigeria,Africa,FALSE,10,8,NA,NA,321646.831778707,3,NA,NA,NA,NA,NA,0,EUR
AKER SOLUTIONS,2017,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,GHA,Ghana,Africa,FALSE,8,-2,NA,NA,750509.2741503163,5,NA,NA,NA,NA,NA,1822665.3800793395,EUR
